AX,AY,AZ,GX,GY,GZ
0.09482318,-0.08109474,-0.0756979,-0.1423316,-0.030619621,-0.025045475
0.093921855,-0.06681538,-0.058240652,-0.10567969,-0.046502117,-0.015882496
0.01403963,-0.07638264,-0.034356833,-0.10567969,-0.046502117,-0.015882496
-0.052783497,-0.06655216,0.030242562,-0.0842994,-0.0538325,-0.015271631
-0.09869389,-0.05902672,0.07019818,-0.07269296,-0.058719423,-0.015882496
-0.07865852,-0.0533247,0.11213076,-0.040317107,-0.06971499,-0.01038471
-0.045970894,0.014847755,0.120970845,-0.031154128,-0.07460192,-0.012217305
-0.0420318,0.016091347,0.10985112,-0.018936822,-0.07704538,-0.012217305
-0.038484335,0.017288208,0.09921944,-0.0067195175,-0.0819323,-0.009773844
-0.036022328,0.018297195,0.0902704,0.0030543262,-0.08437576,-0.01160644
0.04777473,0.039845467,-0.0031034946,0.009773844,-0.08559749,-0.01160644
0.023407763,-0.00971508,0.0050370693,0.020158553,-0.08498663,-0.015271631
-0.060546238,-0.004183769,0.03689456,0.019547688,-0.08620836,-0.018936822
-0.05602876,-0.024933815,0.10907745,0.02443461,-0.0800997,-0.017104227
-0.054705404,-0.02396965,0.10084939,0.015882496,-0.076434515,-0.02321288
-0.07972733,-0.08273411,0.14181888,0.014660766,-0.07338019,-0.028099801
-0.10870412,-0.06519699,0.104210496,0.012217305,-0.07276932,-0.029932396
-0.05951807,-0.12682724,0.110893965,0.002443461,-0.06421721,-0.03176499
-0.05714929,-0.099993706,0.09962475,-0.005497787,-0.06299548,-0.036651913
4.8252288E-4,-0.082873344,0.09413314,-0.014660766,-0.053221636,-0.034208454
0.00896832,-0.11853504,0.056142926,-0.031154128,-0.042836927,-0.03848451
-0.04850421,-0.010498047,0.03690338,-0.04337143,-0.028787024,-0.03726278
-0.096167885,-0.048329353,0.1143707,-0.05497787,-0.02695443,-0.03848451
-0.07907588,-0.04540348,0.11238003,-0.06169739,-0.022678372,-0.03970624
-0.10049246,-0.025787354,0.09422445,-0.06841691,-0.015958855,-0.04337143
-0.10116028,-0.025352478,0.09065759,-0.08124508,-0.0061850105,-0.043982297
-0.033202305,-0.084708214,0.06989229,-0.08735373,-0.004352415,-0.040927973
0.036261108,-0.08416939,0.010438442,-0.09590584,0.0035888334,-0.040317107
0.041457802,-0.014139175,0.06302798,-0.112399206,0.002977968,-0.040317107
0.03989771,-0.013395309,0.05704081,-0.10873401,0.0066431593,-0.04153884
0.0392071,-0.012499809,0.04990673,-0.119729586,0.008475755,-0.03848451
-0.023042146,-0.0077114105,0.13609803,-0.12217305,0.013362677,-0.03726278
-0.08521014,-0.016288757,0.22137177,-0.12583824,0.015195273,-0.03726278
-0.07789631,-0.008036613,0.27052104,-0.12705997,0.02069306,-0.03604105
-0.011238895,-0.021386147,0.25283635,-0.12217305,0.027412578,-0.037873644
0.010448914,-0.034755707,0.2521788,-0.119729586,0.031688634,-0.03726278
-0.050658174,-0.055244446,0.22488832,-0.118507855,0.034132097,-0.03848451
-0.037822075,-0.094851494,0.30507135,-0.11484267,0.03718642,-0.039095376
-0.082390405,-0.09845257,0.37013006,-0.112399206,0.041462477,-0.03848451
-0.07177666,-0.08271122,0.4578545,-0.10629055,0.04268421,-0.0421497
-0.10447335,-0.07894993,0.4475646,-0.10140363,0.04390594,-0.044593163
-0.10339958,-0.07775402,0.43860996,-0.09040806,0.041462477,-0.059864793
-0.15732026,-0.09565735,0.49399912,-0.084910266,0.041462477,-0.061086524
-0.16359365,-0.13988781,0.43919945,-0.084910266,0.041462477,-0.061086524
-0.20764498,-0.2486229,0.51525724,-0.084910266,0.041462477,-0.061086524
-0.34422553,-0.33560944,0.5969126,-0.08368854,0.04390594,-0.061086524
-0.3429571,-0.33407307,0.5858698,-0.08124508,0.04268421,-0.06169739
-0.34192103,-0.3326912,0.5760685,-0.07941248,0.04268421,-0.06536258
-0.26140755,-0.19989395,0.26413953,-0.07513642,0.041462477,-0.065973446
-0.1666022,-0.17986012,0.15495479,-0.06963864,0.042073343,-0.070249505
-0.16635758,-0.1790247,0.14901018,-0.07086037,0.037797287,-0.07452556
-0.1678142,-0.1781435,0.14293861,-0.06291912,0.03901902,-0.0720821
-0.057680916,-0.13744259,0.1309675,-0.059864793,0.04085161,-0.076358154
0.045780923,-0.09123421,-0.0057356358,-0.056199603,0.04268421,-0.07880162
0.06997048,-0.016674995,-0.13261437,-0.053145275,0.04390594,-0.07819075
0.077575706,0.09358406,-0.16226506,-0.047036625,0.038408153,-0.08124508
0.035426997,0.12728024,-0.17547,-0.045814894,0.042073343,-0.08002335
0.07677695,0.11565018,-0.07244325,-0.0421497,0.04024075,-0.08124508
0.07401392,0.115820885,-0.07358575,-0.037873644,0.04085161,-0.07941248
0.13480829,0.12030792,0.048087478,-0.032986723,0.04085161,-0.08002335
0.13038637,0.11930466,0.05514741,-0.040927973,0.036575556,-0.077579886
0.1594634,0.12018871,-0.06123531,-0.032375857,0.032910366,-0.07147124
0.19838469,0.14969444,-0.12866306,-0.032375857,0.032910366,-0.07147124
0.1943474,0.14832115,-0.11890137,-0.03726278,0.03352123,-0.070249505
0.20955431,0.1400404,-0.14450157,-0.03726278,0.03352123,-0.070249505
0.2869336,0.17509842,0.019701242,-0.037873644,0.031688634,-0.070249505
0.3115452,0.12676334,0.0854224,-0.03848451,0.031688634,-0.069027774
0.30910337,0.12634945,0.08834207,-0.032986723,0.030466905,-0.06414085
0.2629884,0.09958649,0.18970275,-0.030543262,0.028634308,-0.062308256
0.23834318,0.010645866,0.266549,-0.03176499,0.026190847,-0.061086524
0.23700172,0.010375977,0.26858163,-0.03604105,0.026190847,-0.059253927
0.23423254,0.010478973,0.26779962,-0.037873644,0.021914791,-0.058643065
0.22943917,0.011332512,0.26171994,-0.03176499,0.022525655,-0.061086524
0.2438044,-0.041339874,0.819569,-0.028710667,0.01947133,-0.0580322
0.22359657,-0.05158806,1.0516304,-0.02076942,0.017638734,-0.062308256
0.2182479,-0.049473763,1.036844,-0.018325957,0.015806139,-0.06291912
0.25784343,-0.25277996,1.1816067,-0.021991149,0.017027868,-0.06352998
0.18840455,-0.30274868,1.0721357,-0.02443461,0.012751812,-0.064751714
0.02082827,-0.3262596,0.9139645,-0.004886922,0.014584408,-0.06658431
0.021254972,-0.3229332,0.89141,-0.007330383,0.011530082,-0.06719518
-0.2580036,-0.50090885,0.7619339,0.004276057,0.0139735425,-0.065973446
-0.3915531,-0.6043005,0.6973504,0.015882496,0.0066431593,-0.05131268
-0.55698156,-0.76674366,0.61797225,0.01282817,0.00908662,-0.051923547
-0.65003276,-0.786005,0.3813058,0.01282817,0.00908662,-0.051923547
-0.64416504,-0.78686714,0.38677156,0.01282817,0.00908662,-0.051923547
-0.49433076,-0.43931103,-0.292158,0.01282817,0.00908662,-0.051923547
-0.26266485,-0.25575352,-0.771434,0.01282817,0.00908662,-0.051923547
-0.07037527,-0.039790154,-1.2665771,0.009773844,0.006032294,-0.049480084
0.19830638,0.21859264,-1.8497989,0.009773844,0.0066431593,-0.04642576
0.4028297,0.5629358,-2.336948,0.01038471,0.0023671028,-0.044593163
0.47811815,0.991457,-2.9460225,0.014049901,0.0017562376,-0.040317107
0.48372987,0.98754215,-2.917437,0.009162978,0.0017562376,-0.03848451
0.49566463,0.984787,-2.8972716,-0.0061086523,0.0011453723,-0.03481932
0.51368517,0.98406315,-2.8924756,-0.01160644,0.0035888334,-0.035430185
0.8369024,1.438961,-4.0177507,-0.014049901,0.007254025,-0.035430185
1.1344041,1.8276663,-4.7550645,-0.015271631,0.0139735425,-0.032986723
1.157042,1.8294916,-4.7690134,-0.015882496,0.018860465,-0.03176499
1.2576923,2.3156958,-5.33858,-0.028710667,0.023747386,-0.028099801
1.2842028,2.3178787,-5.3537993,-0.03481932,0.02313652,-0.029932396
1.2435112,3.0323696,-5.898546,-0.040317107,0.028023442,-0.031154128
1.276784,3.0311937,-5.887533,-0.03970624,0.031688634,-0.03481932
1.2417622,4.2935143,-6.961906,-0.044593163,0.03596469,-0.037873644
1.5267341,4.8123083,-7.917317,-0.053145275,0.04085161,-0.040317107
1.7411876,5.3442907,-9.674521,-0.06658431,0.04024075,-0.045814894
1.7269305,5.458764,-11.497949,-0.06169739,0.043295074,-0.049480084
1.4804639,5.4342346,-13.716408,-0.056199603,0.04268421,-0.055588737
1.4804639,5.4342346,-13.716408,1.9010127,-1.0648144,-0.32925636
1.1935449,5.2033377,-15.698501,1.9156734,-1.0642036,-0.32559118
1.224177,4.4895782,-17.606392,1.91323,-1.066647,-0.31764993
1.7389989,3.5167437,-18.42069,1.9107865,-1.071534,-0.312763
